,class
5af4e4ed-60e6-4a39-b980-ff7f2a3da11b,Farm
5b0844f7-96a5-4e89-8704-ff6411e1fa88,Farm
5b13b9a6-a19d-4fb5-86f1-7da1cb71d896,Farm
5b46045b-38eb-4ca5-88e2-4c23152ab2c2,Field
5b6979e4-9eea-498b-b833-2ab1bd4b48f3,Tree
5b7a2490-1cd5-4766-91de-49ece0019866,Other
5b88d0f9-0b6f-458b-8688-8d2615c1e30f,Other
5b9335a9-53bf-4b9b-bfaa-1fe3ed58f03d,Field
5b97cf17-a67a-46d8-bb0c-3c025e436046,Field
5bca055c-38c9-420a-9535-2964b01973b5,Field
5bd77a31-05bd-4493-aa51-ca7dc48ee56c,Tree
5bda84fd-6029-4a0c-a606-1379e03706e1,Field
5bebe5d7-da3c-408a-9aef-fdc36d822d4a,Field
5bef112a-84a8-48e2-8dba-4ad29b42923d,Field
5c610649-6a90-47bb-9e14-aec502a9c500,Field
5c701ab3-391f-473e-8357-50bd4c997b99,Field
5c8739b3-3685-434e-9cca-551ba413b202,Field
5caa5a76-a910-4725-a5c9-6ceac01e6575,Farm
5cb47028-514e-4eb7-a2c8-dd57d43c2b75,Farm
5cd9831f-67e5-4022-8864-bbaf750b5df8,Farm
5ce225b6-ac9b-49ab-b4c4-c67daa2d8f0c,Farm
5ce85604-f464-489a-9e8e-3cee989ae4ba,Other
5cf04406-be58-40a9-aaf7-640e5c721c63,Farm
5cfae430-10c2-4587-9e6e-a0353148b3d8,Farm
5d103599-5308-4ab0-b649-dd08f5837285,Field
5d514875-5a90-4b65-be2c-44c40f8ed9f4,Farm
5d7f22a1-d825-4b52-b215-2da8ea935c27,Farm
5d9617a1-4db4-4331-ab19-847eab437f54,Farm
5dd2547a-49f3-4a03-97e3-2e155b416307,Field
5dd76607-3652-4a62-a423-150d3b9a4468,Farm
5de466c0-762c-4293-a11e-e76d5cbd84c2,Tree
5dedfffd-7d9d-47eb-8377-6f2f9ea0a3ad,Field
5e0cbb99-e8b4-458d-990f-24fdef054e72,Farm
5e1271f0-b7e2-438e-ba6d-df320701011f,Tree
5e5b1707-09a0-40ce-843d-73d96234744a,Field
5e73233a-b9dc-474c-b45a-cde2a0903178,Field
5e9caedf-3501-4e33-9ae5-88b44eeb8263,Field
5eb06348-b904-4a1a-ac8d-80555e6e0517,Field
5eb9ba4c-e798-47c8-817c-5816957c469b,Field
5ec93c24-9c3e-4ac7-b78a-249a2c43036a,Field
5f1cec49-a2aa-4f4e-9e2e-f9099740fa4f,Farm
5f2f02bf-2ad1-4382-b5c8-60d157960fa6,Farm
5f36d1d8-2cdc-40a9-9569-165f9f88ec2e,Other
5f3a0db3-89a2-4d13-9098-ce255d7edfe4,Farm
5f546412-6b13-465e-a3e5-0e2eed467efe,Farm
5f6d96cc-13bf-482d-ba5f-5ea5e4cdd5f3,Farm
5f984ba8-8b25-4bf3-9de4-f380a6f16317,Farm
5fb49ab8-23d7-4fba-8559-b1692ce66047,Farm
5fc5867c-52a8-497c-94bb-a3da0f607453,Farm
5fc84724-2a81-4bb3-9dee-e89d6e6dbc03,Farm
5fe84c51-5026-45bf-bc3b-9bd14df3a174,Farm
600bba41-dc48-409c-bd0d-c1f92488c28b,Farm
602ed4b6-3fd9-4b2f-9a74-5ff15e62b702,Farm
605f739a-aa4c-4477-ae8e-a6348da5bb48,Field
6076c992-8649-4fca-8a75-244b4562b6f3,Farm
6087389a-fd54-4d4a-be32-bd8729421a88,Farm
608b3240-468c-4a85-97c6-6c404be5255e,Farm
60b4e07f-30b8-4b43-b105-97c29568ba0f,Field
60ba474f-159e-4271-ad78-e3ae1afb8e8d,Tree
60ce9673-169e-4491-97ae-307f3da4e2a1,Farm
60eb7b6a-fd16-4440-906a-e428edcd5628,Farm
611e9116-0de1-4856-a2c4-32b940d6f04f,Field
6157c4da-ee37-4ee3-81cd-70d59f7368c0,Field
615f5c73-2782-4287-9850-887be880fc8c,Field
6164ea53-1d70-4731-958c-c12cc1be4f52,Field
617481df-8040-477b-82b7-fb612a7becea,Field
6177b29f-2e3a-47c3-b20b-393592e8e8f9,Farm
61781a66-d8e6-4bed-b7cf-6475f14efa52,Farm
617a68b6-4960-4c21-bb46-07c75a1c1860,Farm
619bea52-321f-4144-84f7-f6d198481cd3,Field
61a438ca-aa35-4dc3-baa3-9914e0c349e8,Field
61af504f-2274-4f0a-9047-a4e161c2a546,Farm
61b0bc00-4b98-4a5e-a486-092fa392df7c,Other
61b2584f-2c81-4d27-80a1-4db82b731351,Field
61bada00-f052-44bb-80dc-7d892ea34846,Farm
61c85576-9077-4b07-a13e-d46e84d7e7cf,Field
61ca989d-8c92-40fd-a688-37d30db7c520,Tree
61e10bad-0dac-4276-ac5c-493724ca73a3,Farm
61e49bd0-1425-441f-8bf2-53b17e4af5a1,Other
620e4ffe-bad0-42ef-aabd-ac424deef036,Other
62260868-16b0-41de-ad11-1ee5c179ab16,Farm
62309f21-a9ab-44aa-87e8-aae85c04cedb,Field
6242745d-ebdb-494d-a154-28b2379a9b70,Farm
6243c639-0f75-48fb-803c-e43558705f3a,Farm
624ac343-f059-4678-bbcf-b9550a30dda4,Field
624f1b2d-5b01-4ca6-9ea0-20612c6b84ab,Farm
6263b16b-d59a-42cf-aea5-9e8ad7a3547a,Field
626d35c0-ad6b-4c4b-943b-36d3bc066a66,Farm
626e8c98-bd83-47c8-9cee-bf0dc32ecbbb,Field
62725ebd-7aa4-45ae-916f-3176561b8a72,Field
6277b8d1-e93e-4829-ac8c-267720f0386e,Field
627d5ed9-e9c5-4bb1-9e08-4a98eb86c4ee,Farm
62b7c291-bb45-4d55-9bd7-c0fac332ab42,Farm
62fb36b9-a5c2-4705-b723-37567a9a2d64,Farm
6306cc3a-6e5b-4e9e-b427-1f2cc71970a2,Field
635a367a-2def-4a27-a497-2962bc8a3425,Farm
63717320-342b-4cfa-bd0f-f19210696119,Other
6392c8e7-972c-490f-927b-0aae96ca6856,Farm
63da7d7e-b22a-45f2-9c7c-f69847742561,Field
6466f043-619a-40ac-bec1-22df872101a3,Farm
64694d56-53b2-4970-af42-deca626ec4e1,Farm
647bc58c-e053-4ccc-a593-7c6401d66740,Tree
64d8d76a-0008-4b36-ab66-61f76147edb9,Tree
6511f042-e934-457b-958b-a534e1b193bb,Other
65211e5c-dff2-4a25-a8ff-2d15e0ed45db,Farm
65487fe9-2d1e-405e-9a1a-a68ced048360,Field
6558eee5-6d6c-44d7-99dc-aef86d9fb93f,Farm
65628176-cc4c-4a60-b70b-f10c5c13d3b3,Farm
6579bc50-70c9-4060-9b4a-3d28a935e2aa,Field
6586f8b9-c165-44cb-80ad-283032eb91f7,Farm
65a153f7-49f7-4d4c-aa1c-e11c60f0c08a,Field
65a9b391-5bcb-4786-a11a-24442e85977f,Tree
65aaebdb-e6ae-4394-93a9-f7c5c54f75ac,Farm
65b74b88-400a-48f0-a7e4-41309145f673,Farm
65bce891-30f8-45ea-97da-dcbfa35bd681,Farm
65d00e44-4245-4f3c-a92f-c6cb7319ae21,Tree
660a9900-8482-4008-9c49-93de4851a5f3,Field
661a114e-db55-41b5-a2ed-7684bb73e309,Field
662da853-01db-46b0-aa96-fc4295cf5be5,Farm
66396dcb-e742-4373-b132-102206ce25e7,Field
663bb170-7839-4af0-a5f2-fcbc735ddb74,Field
66418e52-125f-4080-8fa9-3c8282fdb58c,Tree
66a002d1-11c2-4bf6-bdbc-234fd19065f6,Farm
66a37bc8-0645-41c8-b035-6d804f72c5b4,Farm
66ac964a-ea35-47e1-a75f-f398707ab1b2,Farm
66c0bc57-938b-4713-bdec-761a36bd774f,Tree
66c7d317-57fb-4fa3-9ad3-add654cfc5cd,Farm
66ca400f-222c-4a24-bb29-768ac49004d7,Farm
66d6c7ce-e25f-4281-a2f4-53f397d7a30c,Other
66d9f2b4-4559-4a78-baa5-0c7a10a98340,Field
66dfdfee-d89a-4447-970c-71ffef27f060,Farm
66e5602a-63bb-4080-8b81-b87836c4b5ca,Farm
66edd823-f1d8-4b4b-af5e-139196a2578f,Farm
67197de9-1152-42a2-a3aa-bfe420795a64,Farm
67285a9d-eaa6-47c6-8ce8-d52d8294d2aa,Field
6747f8e1-4482-4cb8-9d15-b09dbd61e621,Other
675aa21e-0ef3-4695-a267-807d4c39399c,Farm
677317c6-27ae-4ec8-a8f6-a3c1517d4022,Farm
6799f939-ab61-408f-b403-c69df1aebaec,Tree
67b7ffa9-113f-428c-95d5-e1aedb5c2051,Tree
67bf6186-24c2-4819-b063-c1ffb485acfb,Tree
67c1284f-9b53-4f9e-83d1-51ba58e1d61c,Farm
67c6be81-ec83-49f0-a600-7fbc135f8d79,Farm
67c71270-84dc-4b5a-8670-e8110ef13f88,Field
67cd7b07-e967-4aec-9ca2-0e04db940f3f,Field
67d2c588-db52-4247-bb24-0a590c47f95c,Farm
67d325a7-2d0c-4319-adbf-f271e621bba4,Farm
67dc531b-0146-44be-9196-ed8b1a3d9639,Farm
67ff6f38-7f76-4e02-b86f-e4219f70622e,Farm
68033a2c-9cb5-42d2-bb3f-50bbeead3c26,Tree
68056264-0e19-4c8c-bedb-9384d3908047,Field
680e1fe1-4e5f-4e81-bd64-267aab450d12,Other
6816af5f-a0c7-4702-8fd2-d3b08229046d,Field
684fc8a0-d867-428a-bc06-725f23a4abfd,Farm
686060db-64aa-4091-b3cc-20756ae6a60b,Field
68697b60-6138-4221-ad64-a0cd851768f7,Farm
68790f4e-c14c-472a-9402-37889b19d21c,Other
688149ca-36a1-48fa-8798-2f71b0017d8c,Field
6889bf68-8d28-42c2-851d-7d9b47c76e02,Tree
68bc9d90-78e3-4a0b-92b7-bbf473864dba,Field
68c34a5a-330d-4e73-9470-2007db35084f,Farm
68c4971a-6474-4bbd-bf88-b7b0438121fe,Farm
68f06b13-20bf-4987-89a3-061473d34242,Field
68f707cb-edbd-4db2-b2e1-0bba092fd61b,Field
68f81c11-fbc4-4cdb-8ac0-657306c826ba,Tree
6908fc27-9594-4667-bd6e-9844b3c10452,Farm
69127763-1881-46b8-8905-679edb7fdea5,Field
691fe4c3-5c03-4312-8018-e5e2ebd14335,Field
69316ac3-4f37-48ae-939e-1af3e54fc245,Farm
6948d2b8-c6c9-403d-88cf-c15436e1a189,Farm
6974db69-7939-4d9f-b621-13b3ef5112f2,Farm
698e021d-f902-480c-bd03-f837059d169e,Field
699feb0c-f0a2-407c-be11-22504ddf9ba8,Field
69aea9e4-65e0-4f4c-b293-9bfa32fec529,Farm
69b8d1fe-1535-4f8a-afa2-6b0f59b5422c,Field
69c87fbb-482b-4508-8b11-879573d0492f,Farm
69cf32c5-2db7-4c87-bfc0-da173bc4ed64,Tree
69dc522f-ce97-4101-95e9-75f4eb077132,Tree
69e14c6e-cb67-4e42-b480-9648f53fa05e,Field
6a3dfa27-2a49-4ac1-ab85-d326691a10f9,Field
6ab9fa95-ca0b-4443-852b-fd90d4c5feac,Farm
6acc4a10-5d62-43a5-9903-b4ce826f1244,Farm
6acc827e-78c6-4466-8063-bd297e4e0ba4,Tree
6adac9bd-e23f-4275-95c0-989919966957,Field
6aefaa18-fcad-48c3-9bf7-a0f7aec41187,Farm
6b3ea7c5-5cb9-46c3-b168-9c5e242c09d6,Farm
6b81ba8d-a526-4149-bbec-ccbb292e5a14,Farm
6b875869-b277-4fab-867e-93d06381bfc0,Field
6b8c7680-1599-4600-a7a4-78fe4b176ff8,Farm
6b8e4b19-8112-41fc-9efe-e13b82d2c522,Field
6b9e7974-a239-479a-8fb9-22ee24bb61d9,Farm
6bb61233-a214-45e9-b279-8516f9195d2b,Field
6bbeec8d-d0fc-4ba1-9c5d-818459feee2a,Tree
6bc30d40-861f-44e3-ba06-84374c4a2b0b,Field
6bef8c5c-74ee-4d7f-bf02-20b1719c0eaa,Other
6bf3ab53-4029-4b16-b0ae-8cfe2f6054bd,Tree
6bf5190c-56df-4754-80ce-7c338e49af55,Field
6c2c85c3-44dc-4ddd-bcd8-b6e6fb4abdfd,Other
6c712b59-c488-434e-83b4-451c0478e590,Farm
6ca413c5-46cd-48e0-b9c4-b78da798c658,Farm
6ce11710-aa1e-4210-9ae9-08ef5d00424a,Farm
6cebd459-dd1c-48b2-af06-b94949e216f0,Other
6d41c4e5-2947-48b8-81a0-01c0a7729c8a,Farm
6d4c9134-1ad3-4875-8a11-918b4f237001,Tree
6d577fce-7564-4bd5-ac76-a447e446953f,Other
6d656966-4d92-4e8d-a4f1-be4a1885d30b,Field
6db87d16-999e-474b-8f64-21da6ffa6b3e,Tree
6dcb4ff1-101b-4f9f-bc43-f957dcae90e2,Tree
6e14b891-c419-4e02-9f3d-3717ab800775,Farm
6e1e04ef-63cc-4226-a0b3-577bc788e7e0,Other
6e3bf377-0489-47bf-9565-33443209f0f2,Farm
6e40672a-ff58-4e38-a69d-113d371c0b4d,Farm
6e7667a4-957e-4932-a865-580a55b68025,Farm
6e90f35f-933f-4e0b-916d-10b7a9f534ad,Field
6e9b3d66-a0e5-4cde-9a25-d8039af45ab0,Farm
6ebfc79f-0737-4a20-bd88-a2903b6a6198,Other
6edb66b8-57c1-45ab-afa8-6aff6c809b9f,Field
6ee3e8b3-151c-41fc-9aa4-66e9cbb60d3a,Other
6eec996d-2a22-4bdd-8c34-d3344e17e6c8,Other
6f10471a-023a-435a-8976-342dc476eb68,Tree
6f1de020-f487-4ac9-95ee-0b251927d1b1,Tree
6f9015e1-c1c8-4132-8bac-92128d5b983a,Farm
6fd19f22-f7f4-4fc6-ab39-7ccf03a7dfbb,Farm
6fe489e8-459d-4212-9d7d-7df185637a81,Field
6ffc1f20-aa04-4bf6-a11c-89d0cefc20c1,Farm
70189667-0c3e-4b66-b43b-80e025615c24,Farm
70278002-0d23-4aad-b5ee-5c5cd5813e64,Farm
7043d3e7-0a52-425b-98aa-bd1b74760534,Farm
70576ede-5772-4098-a0ad-b4de7e089155,Field
705e9f0a-59dd-44b5-a33b-7ec511336663,Field
70667b97-3c6f-40d6-a4c2-effc8f986f7e,Field
709300bc-c809-4d17-bb8d-e3ed3bf389a6,Other
70e24aee-4fb7-4415-9b9f-af26da01c200,Tree
70f73214-dd3c-4fd5-b241-33eea29bb8bb,Field
7119dbe5-103e-4bfe-9c66-323fb363e99e,Tree
713e9b0d-8917-4df2-b824-3685a7cd8be1,Farm
7152f8c3-a558-4e7f-8990-b6773bb7af5f,Field
71944ecb-72f6-473e-971e-fbda6fa13f6f,Farm
71b04c7d-0896-4ea6-8e70-fabc1ecdf8cb,Other
71b65d43-936d-4944-b2f7-876671f8cb37,Farm
71ccd162-adc2-49c7-93d3-b6ffc24f5d9b,Field
7209fb90-6a0c-4ec1-984e-cad4fe29b677,Farm
720f6c9d-0411-48cd-9952-068d13d4149e,Field
723dd615-f67c-4fc0-8901-3a1d4bf5eab2,Farm
72556f3a-7007-465b-a4aa-c0923b2b74b9,Field
725ddc59-bc3c-4748-9908-d8cd9d25315e,Farm
727ce436-502c-4b49-af29-bfa6c22150f7,Farm
7294878f-e8eb-4ede-ad19-5e70d60a92fd,Field
730effa8-c217-4c1f-8e8a-269f07c60cc5,Field
736d4911-8234-492b-b63f-3140d617c9f7,Field
736e4bbb-01b7-4067-a8ac-199e92b85dbe,Field
7382329a-4a79-4a9d-89e8-654e87e42304,Farm
73890c6f-17c1-4177-bfc9-863c48f44b06,Farm
738ee947-9b06-4021-a229-64acf888b2dd,Field
73993da9-bd81-4f76-8d23-c661cd71c017,Field
73d500c7-c029-47d4-bd98-843e0ef035c1,Tree
73dd157d-8166-4bd0-8beb-fcd1d890aba8,Farm
7428ea7d-e8dd-4840-b3a1-729a17ad356d,Farm
74499d00-db0b-4bae-8ef6-72418565a4c1,Field
744bc631-58e0-4a64-8e58-0c293715b913,Farm
7471a86f-393c-4008-a4f7-abd29c9f2613,Farm
748f6e2e-be02-4cd3-99b7-0a5c8026e7c2,Farm
74aec456-48fd-4b51-9e61-9d29f3fc7ac9,Field
74bff769-9664-4cf9-8365-189810b9c305,Field
74c85cc3-6431-4ef2-8542-9639c0157b07,Farm
74d37bb4-4c5d-4618-ae2f-1fe3d380bf72,Farm
74e40be2-7b57-4879-86ce-730e177eac1b,Field
74ea56aa-6ba8-4a70-b240-51f47b3844b8,Farm
750cf83c-cf46-4251-bcdc-08e8da2d4d45,Field
751d9095-cd33-412a-a52b-ee55fc2f983c,Farm
7523b4d4-f00e-47b9-a73f-026650f2bc69,Field
7526ec78-4f4b-44ae-b57d-a53e5e0c669b,Field
753b97ee-ebfa-4df4-971d-c4a4ff7573a4,Field
753f700f-29b4-4fa9-a420-8416d6c937fc,Field
75645939-703c-4336-901e-89369f39b632,Farm
757360a8-fc13-4a78-b278-8025c3cf5326,Tree
75811288-f1d3-41b8-8297-c826ebea548e,Tree
75eca940-5f8c-44aa-ad49-ff9f1457ec35,Other
75f722d5-6b24-44e8-9cd8-9b4c33ebfd9d,Field
7601670a-bf6e-4819-8562-5177d04f2fb4,Farm
761f194c-48e4-4259-9c4c-dfadaf3c208d,Farm
762666a8-1aa2-4f8b-bfe0-c69af456dcf0,Farm
768425b4-be85-4d2a-aba6-fc1e010cc5e9,Farm
76cf5acc-32e9-47ff-937a-f0c3d229ab43,Farm
76d03f5c-5236-426b-8808-dd14a6d80908,Farm
76e71b39-cb18-4a5b-a849-2ec9042e50a4,Farm
7701f51e-cb15-4e1f-b7a3-7bc9beaa239d,Field
77047b9a-e673-4cbd-bc36-59f130a87f44,Field
770723f4-5d67-49ad-92b6-8972a4ca186c,Farm
7730f169-aa4e-4ba1-a3a3-65b1539a5d7d,Farm
7733fdfa-a859-42a6-b059-f7f8bccd7724,Field
77486a3f-3adb-4743-bd1e-706949e40b2b,Field
777fc817-f4ba-4f89-a999-136ce7590370,Field
778363a2-c6e9-4f36-a5ae-53c96c3825c8,Field
778c65dc-620b-44b5-8ee0-1c69c98a6bec,Farm
779bd7d6-1ea0-4f5b-a96c-fe8614ad7256,Farm
779fc038-6db2-4b44-95be-b95762ccf4c7,Farm
77de6685-3474-49c0-87a2-dcddc535fa9d,Farm
77eea9b7-c622-43e7-821c-70e6f48d2967,Field
77f4a745-a497-43c2-b80c-ec5900e143a3,Farm
781255bb-e1fa-40ba-8582-e8d1f0eec9c7,Farm
783e257b-e61b-496f-bb51-15a2e18b623b,Field
7862e89a-bdf0-4ae3-91ea-70771ed87901,Other
786857d1-9b8c-40ed-a39f-91bc1635ee96,Farm
